C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ITM_NM_ENG,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,215235,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,1672447,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,487854,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,5817,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,3606393,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,106,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,87646,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,10980,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,131,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,25857,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,208278,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,3244561,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,1375,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,27459,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,1337841,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,207572,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,5822,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,185436,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,7124,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,9190,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,1130269,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,41,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,14,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,22256,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,499,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,11546,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,1094013,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,1900,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2140,    제1차금속,　　Basic metals,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,10787668,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,7999774,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,69916,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,69916,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,651827,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,6901930,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,218573,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,157528,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,2787894,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,8085,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,914,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,7125,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,183,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,4651,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,54982,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,2708568,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,3386,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2150,    기계장치,　　Machinery,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,535026,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,502413,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,45378,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,45378,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,139547,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,301779,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,9150,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,6559,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,32613,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,1673,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,1091,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,9780,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,14542,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,5527,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2160,    기타,　　Others,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,83630981,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,76511041,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,51678016,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,30264711,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,7680055,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,13733250,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,16429444,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,5351608,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,1852563,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,1199410,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,7119940,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,1922,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,123595,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,131838,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,10858,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,4377817,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,1555525,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,644758,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,234821,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
22,  비제조업,　Non-manufacturing,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,38806,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2210,    운수창고통신,Transportation storage and communication service,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,1332067,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2210,    운수창고통신,Transportation storage and communication service,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,1107855,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2210,    운수창고통신,Transportation storage and communication service,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,9900,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2210,    운수창고통신,Transportation storage and communication service,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,9900,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2210,    운수창고통신,Transportation storage and communication service,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
